date,index,action,isin,ticker,name
2011-06-10,코스닥 150,REMOVE,KR7101390003,101390,아이엠
2011-06-10,코스닥 150,REMOVE,KR7110310000,110310,모린스
2011-08-22,코스닥 150,ADD,KR7043150002,043150,바텍
2011-09-07,코스닥 150,ADD,KR7067290007,067290,JW중외신약
2011-11-01,코스닥 150,ADD,KR7013990007,013990,아가방컴퍼니
2011-12-09,코스닥 150,ADD,KR7014190003,014190,후너스
2011-12-09,코스닥 150,ADD,KR7019210004,019210,와이지-원
2011-12-09,코스닥 150,ADD,KR7033170002,033170,시그네틱스
2011-12-09,코스닥 150,ADD,KR7036420008,036420,제이콘텐트리
2011-12-09,코스닥 150,ADD,KR7042420000,042420,네오위즈
2011-12-09,코스닥 150,ADD,KR7043890003,043890,한빛방송
2011-12-09,코스닥 150,ADD,KR7051500007,051500,CJ프레시웨이
2011-12-09,코스닥 150,ADD,KR7058470006,058470,리노공업
2011-12-09,코스닥 150,ADD,KR7060310000,060310,3S
2011-12-09,코스닥 150,ADD,KR7067990002,067990,도이치모터스
2011-12-09,코스닥 150,ADD,KR7071200000,071200,인피니트헬스케어
2011-12-09,코스닥 150,ADD,KR7098460009,098460,고영
2011-12-09,코스닥 150,ADD,KR7100700004,100700,세운메디칼
2011-12-09,코스닥 150,ADD,KR7104480009,104480,티케이케미칼
2011-12-09,코스닥 150,ADD,KR7126880004,126880,제이엔케이히터
2011-12-09,코스닥 150,ADD,KR7136480001,136480,하림
2011-12-09,코스닥 150,REMOVE,KR7005990007,005990,매일유업
2011-12-09,코스닥 150,REMOVE,KR7006910004,006910,보성파워텍
2011-12-09,코스닥 150,REMOVE,KR7018120006,018120,진로발효
2011-12-09,코스닥 150,REMOVE,KR7031980006,031980,피에스케이
2011-12-09,코스닥 150,REMOVE,KR7036000008,036000,예림당
2011-12-09,코스닥 150,REMOVE,KR7045890001,045890,동부라이텍
2011-12-09,코스닥 150,REMOVE,KR7050050004,050050,유아이에너지
2011-12-09,코스닥 150,REMOVE,KR7054670005,054670,대한뉴팜
2011-12-09,코스닥 150,REMOVE,KR7065160004,065160,에프티이앤이
2011-12-09,코스닥 150,REMOVE,KR7078070000,078070,유비쿼스
2011-12-09,코스닥 150,REMOVE,KR7079950002,079950,LIG에이디피
2011-12-09,코스닥 150,REMOVE,KR7080520000,080520,오디텍
2011-12-09,코스닥 150,REMOVE,KR7086890001,086890,이수앱지스
2011-12-09,코스닥 150,REMOVE,KR7088700000,088700,마이스코
2011-12-09,코스닥 150,REMOVE,KR7089230007,089230,용현BM
2011-12-09,코스닥 150,REMOVE,KR7095910006,095910,에스에너지
2011-12-13,코스닥 150,ADD,KR7029960002,029960,코엔텍
2011-12-13,코스닥 150,REMOVE,KR7099660003,099660,신텍
2012-03-28,코스닥 150,ADD,KR7052260007,052260,바이오랜드
2012-03-28,코스닥 150,REMOVE,KR7039530001,039530,씨앤케이인터
2012-06-15,코스닥 150,ADD,KR7011370004,011370,서한
2012-06-15,코스닥 150,ADD,KR7030520001,030520,한글과컴퓨터
2012-06-15,코스닥 150,ADD,KR7040350001,040350,큐로컴
2012-06-15,코스닥 150,ADD,KR7040910002,040910,아이씨디
2012-06-15,코스닥 150,ADD,KR7049550007,049550,잉크테크
2012-06-15,코스닥 150,ADD,KR7084990001,084990,바이로메드
2012-06-15,코스닥 150,ADD,KR7121440002,121440,골프존
2012-06-15,코스닥 150,ADD,KR7121600001,121600,나노신소재
2012-06-15,코스닥 150,ADD,KR7123100000,123100,테라세미콘
2012-06-15,코스닥 150,REMOVE,KR7016250003,016250,이테크건설
2012-06-15,코스닥 150,REMOVE,KR7036210003,036210,태산엘시디
2012-06-15,코스닥 150,REMOVE,KR7037440005,037440,희림
2012-06-15,코스닥 150,REMOVE,KR7043890003,043890,한빛방송
2012-06-15,코스닥 150,REMOVE,KR7046210001,046210,파나진
2012-06-15,코스닥 150,REMOVE,KR7051500007,051500,CJ프레시웨이
2012-06-15,코스닥 150,REMOVE,KR7054800008,054800,아이디스홀딩스
2012-06-15,코스닥 150,REMOVE,KR7056700008,056700,신화인터텍
2012-06-15,코스닥 150,REMOVE,KR7094820008,094820,일진에너지
2012-09-24,코스닥 150,ADD,KR7035810001,035810,이지바이오
2012-09-24,코스닥 150,REMOVE,KR7071660005,071660,SSCP
2012-11-01,코스닥 150,ADD,KR7003100005,003100,선광
2012-12-14,코스닥 150,ADD,KR7005990007,005990,매일유업
2012-12-14,코스닥 150,ADD,KR7027580000,027580,상보
2012-12-14,코스닥 150,ADD,KR7035600006,035600,KG이니시스
2012-12-14,코스닥 150,ADD,KR7039840004,039840,디오
2012-12-14,코스닥 150,ADD,KR7051500007,051500,CJ프레시웨이
2012-12-14,코스닥 150,ADD,KR7052790003,052790,액토즈소프트
2012-12-14,코스닥 150,ADD,KR7060590007,060590,씨티씨바이오
2012-12-14,코스닥 150,ADD,KR7065620007,065620,샤인
2012-12-14,코스닥 150,ADD,KR7097780001,097780,에스맥
2012-12-14,코스닥 150,ADD,KR7099660003,099660,신텍
2012-12-14,코스닥 150,ADD,KR7104830005,104830,원익머트리얼즈
2012-12-14,코스닥 150,ADD,KR7122870009,122870,와이지엔터테인먼트
2012-12-14,코스닥 150,ADD,KR7123260002,123260,사파이어테크놀로지
2012-12-14,코스닥 150,ADD,KR7143240000,143240,사람인에이치알
2012-12-14,코스닥 150,REMOVE,KR7024660003,024660,하림홀딩스
2012-12-14,코스닥 150,REMOVE,KR7029480001,029480,케이디씨
2012-12-14,코스닥 150,REMOVE,KR7038880001,038880,씨앤에스
2012-12-14,코스닥 150,REMOVE,KR7039560008,039560,다산네트웍스
2012-12-14,코스닥 150,REMOVE,KR7043650001,043650,국순당
2012-12-14,코스닥 150,REMOVE,KR7060280005,060280,큐렉소
2012-12-14,코스닥 150,REMOVE,KR7066970005,066970,엘앤에프
2012-12-14,코스닥 150,REMOVE,KR7067990002,067990,도이치모터스
2012-12-14,코스닥 150,REMOVE,KR7068790005,068790,DMS
2012-12-14,코스닥 150,REMOVE,KR7071670004,071670,에이테크솔루션
2012-12-14,코스닥 150,REMOVE,KR7086520004,086520,에코프로
2012-12-14,코스닥 150,REMOVE,KR7099220006,099220,SDN
2012-12-14,코스닥 150,REMOVE,KR7121600001,121600,나노신소재
2012-12-14,코스닥 150,REMOVE,KR7136480001,136480,하림
2013-03-27,코스닥 150,ADD,KR7038390001,038390,레드캡투어
2013-03-27,코스닥 150,REMOVE,KR7012650008,012650,쌍용건설
2013-06-14,코스닥 150,ADD,KR7024880007,024880,케이피에프
2013-06-14,코스닥 150,ADD,KR7031390008,031390,녹십자셀
2013-06-14,코스닥 150,ADD,KR7033500000,033500,동성화인텍
2013-06-14,코스닥 150,ADD,KR7039530001,039530,씨앤케이인터
2013-06-14,코스닥 150,ADD,KR7046440004,046440,KG모빌리언스
2013-06-14,코스닥 150,ADD,KR7054050000,054050,농우바이오
2013-06-14,코스닥 150,ADD,KR7061040002,061040,알에프텍
2013-06-14,코스닥 150,ADD,KR7065160004,065160,에프티이앤이
2013-06-14,코스닥 150,ADD,KR7065270001,065270,플렉스컴
2013-06-14,코스닥 150,ADD,KR7082210006,082210,옵트론텍
2013-06-14,코스닥 150,ADD,KR7086450004,086450,동국제약
2013-06-14,코스닥 150,REMOVE,KR7014190003,014190,후너스
2013-06-14,코스닥 150,REMOVE,KR7021320007,021320,KCC건설
2013-06-14,코스닥 150,REMOVE,KR7040420002,040420,정상제이엘에스
2013-06-14,코스닥 150,REMOVE,KR7045390002,045390,대아티아이
2013-06-14,코스닥 150,REMOVE,KR7052420007,052420,오성엘에스티
2013-06-14,코스닥 150,REMOVE,KR7060150000,060150,인선이엔티
2013-06-14,코스닥 150,REMOVE,KR7061460002,061460,한진피앤씨
2013-06-14,코스닥 150,REMOVE,KR7064760002,064760,티씨케이
2013-06-14,코스닥 150,REMOVE,KR7074430000,074430,아미노로직스
2013-06-14,코스닥 150,REMOVE,KR7101680007,101680,한국정밀기계
2013-06-14,코스닥 150,REMOVE,KR7126880004,126880,제이엔케이히터
2013-10-08,코스닥 150,ADD,KR7036500007,036500,유원컴텍
2013-10-08,코스닥 150,REMOVE,KR7038500005,038500,동양시멘트
2013-12-13,코스닥 150,ADD,KR7024660003,024660,하림홀딩스
2013-12-13,코스닥 150,ADD,KR7032500001,032500,케이엠더블유
2013-12-13,코스닥 150,ADD,KR7036190007,036190,금화피에스시
2013-12-13,코스닥 150,ADD,KR7040610008,040610,SG&G
2013-12-13,코스닥 150,ADD,KR7052270006,052270,우전앤한단
2013-12-13,코스닥 150,ADD,KR7052400009,052400,코나아이
2013-12-13,코스닥 150,ADD,KR7079960001,079960,동양이엔피
2013-12-13,코스닥 150,ADD,KR7084110006,084110,휴온스
2013-12-13,코스닥 150,ADD,KR7086980000,086980,미디어플렉스
2013-12-13,코스닥 150,ADD,KR7088390000,088390,이녹스
2013-12-13,코스닥 150,ADD,KR7099190001,099190,아이센스
2013-12-13,코스닥 150,ADD,KR7101730000,101730,조이맥스
2013-12-13,코스닥 150,ADD,KR7101970002,101970,우양에이치씨
2013-12-13,코스닥 150,REMOVE,KR7024880007,024880,케이피에프
2013-12-13,코스닥 150,REMOVE,KR7029960002,029960,코엔텍
2013-12-13,코스닥 150,REMOVE,KR7038390001,038390,레드캡투어
2013-12-13,코스닥 150,REMOVE,KR7039840004,039840,디오
2013-12-13,코스닥 150,REMOVE,KR7040350001,040350,큐로컴
2013-12-13,코스닥 150,REMOVE,KR7042420000,042420,네오위즈홀딩스
2013-12-13,코스닥 150,REMOVE,KR7053320008,053320,테라리소스
2013-12-13,코스닥 150,REMOVE,KR7053660007,053660,현진소재
2013-12-13,코스닥 150,REMOVE,KR7067310003,067310,하나마이크론
2013-12-13,코스닥 150,REMOVE,KR7073110009,073110,엘엠에스
2013-12-13,코스닥 150,REMOVE,KR7091690008,091690,디지텍시스템
2013-12-13,코스닥 150,REMOVE,KR7094190006,094190,이엘케이
2013-12-13,코스닥 150,REMOVE,KR7100700004,100700,세운메디칼
2014-03-26,코스닥 150,ADD,KR7108380007,108380,대양전기공업
2014-03-26,코스닥 150,REMOVE,KR7018000000,018000,유니슨
2014-06-13,코스닥 150,ADD,KR7014470009,014470,리홈쿠첸
2014-06-13,코스닥 150,ADD,KR7029960002,029960,코엔텍
2014-06-13,코스닥 150,ADD,KR7031980006,031980,피에스케이
2014-06-13,코스닥 150,ADD,KR7038390001,038390,레드캡투어
2014-06-13,코스닥 150,ADD,KR7041520008,041520,이라이콤
2014-06-13,코스닥 150,ADD,KR7092040005,092040,아미코젠
2014-06-13,코스닥 150,ADD,KR7093920007,093920,서원인텍
2014-06-13,코스닥 150,ADD,KR7095190005,095190,이엠코리아
2014-06-13,코스닥 150,ADD,KR7100120005,100120,뷰웍스
2014-06-13,코스닥 150,ADD,KR7123420002,123420,선데이토즈
2014-06-13,코스닥 150,ADD,KR7136480001,136480,하림
2014-06-13,코스닥 150,ADD,KR7138070008,138070,신진에스엠
2014-06-13,코스닥 150,ADD,KR7168330009,168330,내츄럴엔도텍
2014-06-13,코스닥 150,REMOVE,KR7013990007,013990,아가방컴퍼니
2014-06-13,코스닥 150,REMOVE,KR7030350003,030350,드래곤플라이
2014-06-13,코스닥 150,REMOVE,KR7035890003,035890,서희건설
2014-06-13,코스닥 150,REMOVE,KR7036500007,036500,유원컴텍
2014-06-13,코스닥 150,REMOVE,KR7036540003,036540,STS반도체
2014-06-13,코스닥 150,REMOVE,KR7047310008,047310,파워로직스
2014-06-13,코스닥 150,REMOVE,KR7065160004,065160,에프티이앤이
2014-06-13,코스닥 150,REMOVE,KR7065270001,065270,플렉스컴
2014-06-13,코스닥 150,REMOVE,KR7065680001,065680,우주일렉트로
2014-06-13,코스닥 150,REMOVE,KR7068760008,068760,셀트리온제약
2014-06-13,코스닥 150,REMOVE,KR7087220000,087220,스틸플라워
2014-06-13,코스닥 150,REMOVE,KR7099660003,099660,한솔신텍
2014-06-13,코스닥 150,REMOVE,KR7123100000,123100,테라세미콘
2014-12-12,코스닥 150,ADD,KR7011040003,011040,경동제약
2014-12-12,코스닥 150,ADD,KR7016100000,016100,산성앨엔에스
2014-12-12,코스닥 150,ADD,KR7016250003,016250,이테크건설
2014-12-12,코스닥 150,ADD,KR7018310003,018310,삼목에스폼
2014-12-12,코스닥 150,ADD,KR7021320007,021320,KCC건설
2014-12-12,코스닥 150,ADD,KR7025770009,025770,한국정보통신
2014-12-12,코스닥 150,ADD,KR7025900002,025900,동화기업
2014-12-12,코스닥 150,ADD,KR7033560004,033560,블루콤
2014-12-12,코스닥 150,ADD,KR7038290003,038290,마크로젠
2014-12-12,코스닥 150,ADD,KR7041830001,041830,인바디
2014-12-12,코스닥 150,ADD,KR7043610005,043610,KT뮤직
2014-12-12,코스닥 150,ADD,KR7049960008,049960,쎌바이오텍
2014-12-12,코스닥 150,ADD,KR7067160002,067160,아프리카TV
2014-12-12,코스닥 150,ADD,KR7069110005,069110,코스온
2014-12-12,코스닥 150,ADD,KR7083790006,083790,크리스탈
2014-12-12,코스닥 150,ADD,KR7092070002,092070,디엔에프
2014-12-12,코스닥 150,ADD,KR7095700001,095700,제넥신
2014-12-12,코스닥 150,ADD,KR7100700004,100700,세운메디칼
2014-12-12,코스닥 150,ADD,KR7108790007,108790,인터파크INT
2014-12-12,코스닥 150,ADD,KR7154040000,154040,솔루에타
2014-12-12,코스닥 150,ADD,KR7171120009,171120,라이온켐텍
2014-12-12,코스닥 150,REMOVE,KR7033170002,033170,시그네틱스
2014-12-12,코스닥 150,REMOVE,KR7033640004,033640,네패스
2014-12-12,코스닥 150,REMOVE,KR7036930006,036930,주성엔지니어링
2014-12-12,코스닥 150,REMOVE,KR7039530001,039530,씨앤케이인터
2014-12-12,코스닥 150,REMOVE,KR7040910002,040910,아이씨디
2014-12-12,코스닥 150,REMOVE,KR7041020009,041020,인프라웨어
2014-12-12,코스닥 150,REMOVE,KR7049070006,049070,인탑스
2014-12-12,코스닥 150,REMOVE,KR7052270006,052270,우전앤한단
2014-12-12,코스닥 150,REMOVE,KR7054620000,054620,AP시스템
2014-12-12,코스닥 150,REMOVE,KR7060310000,060310,3S
2014-12-12,코스닥 150,REMOVE,KR7061040002,061040,알에프텍
2014-12-12,코스닥 150,REMOVE,KR7079960001,079960,동양이엔피
2014-12-12,코스닥 150,REMOVE,KR7080000003,080000,에스엔유
2014-12-12,코스닥 150,REMOVE,KR7082210006,082210,옵트론텍
2014-12-12,코스닥 150,REMOVE,KR7082850009,082850,우리이티아이
2014-12-12,코스닥 150,REMOVE,KR7095500005,095500,미래나노텍
2014-12-12,코스닥 150,REMOVE,KR7096640008,096640,멜파스
2014-12-12,코스닥 150,REMOVE,KR7097780001,097780,에스맥
2014-12-12,코스닥 150,REMOVE,KR7101970002,101970,우양에이치씨
2014-12-12,코스닥 150,REMOVE,KR7102710001,102710,이엔에프테크놀로지
2014-12-12,코스닥 150,REMOVE,KR7104480009,104480,티케이케미칼
2015-06-12,코스닥 150,ADD,KR7027050004,027050,코리아나
2015-06-12,코스닥 150,ADD,KR7028300002,028300,에이치엘비
2015-06-12,코스닥 150,ADD,KR7032190001,032190,다우데이타
2015-06-12,코스닥 150,ADD,KR7035890003,035890,서희건설
2015-06-12,코스닥 150,ADD,KR7036800001,036800,나이스정보통신
2015-06-12,코스닥 150,ADD,KR7038500005,038500,동양시멘트
2015-06-12,코스닥 150,ADD,KR7048530000,048530,인트론바이오
2015-06-12,코스닥 150,ADD,KR7051360006,051360,토비스
2015-06-12,코스닥 150,ADD,KR7053030003,053030,바이넥스
2015-06-12,코스닥 150,ADD,KR7054670005,054670,대한뉴팜
2015-06-12,코스닥 150,ADD,KR7054780002,054780,키이스트
2015-06-12,코스닥 150,ADD,KR7060250008,060250,한국사이버결제
2015-06-12,코스닥 150,ADD,KR7068240001,068240,다원시스
2015-06-12,코스닥 150,ADD,KR7085370005,085370,루트로닉
2015-06-12,코스닥 150,ADD,KR7095340006,095340,ISC
2015-06-12,코스닥 150,ADD,KR7140410002,140410,메지온
2015-06-12,코스닥 150,ADD,KR7194480000,194480,데브시스터즈
2015-06-12,코스닥 150,ADD,KR7200130003,200130,콜마비앤에이치
2015-06-12,코스닥 150,ADD,KR7213420003,213420,덕산네오룩스
2015-06-12,코스닥 150,ADD,KR7215000001,215000,골프존
2015-06-12,코스닥 150,REMOVE,KR7003100005,003100,선광
2015-06-12,코스닥 150,REMOVE,KR7009520008,009520,포스코엠텍
2015-06-12,코스닥 150,REMOVE,KR7027580000,027580,상보
2015-06-12,코스닥 150,REMOVE,KR7029960002,029960,코엔텍
2015-06-12,코스닥 150,REMOVE,KR7033630005,033630,SK브로드밴드
2015-06-12,코스닥 150,REMOVE,KR7036890002,036890,진성티이씨
2015-06-12,코스닥 150,REMOVE,KR7037370004,037370,EG
2015-06-12,코스닥 150,REMOVE,KR7040610008,040610,SG&G
2015-06-12,코스닥 150,REMOVE,KR7049550007,049550,잉크테크
2015-06-12,코스닥 150,REMOVE,KR7064260003,064260,다날
2015-06-12,코스닥 150,REMOVE,KR7066700006,066700,테라젠이텍스
2015-06-12,코스닥 150,REMOVE,KR7071200000,071200,인피니트헬스케어
2015-06-12,코스닥 150,REMOVE,KR7077360006,077360,덕산하이메탈
2015-06-12,코스닥 150,REMOVE,KR7088390000,088390,이녹스
2015-06-12,코스닥 150,REMOVE,KR7095190005,095190,이엠코리아
2015-06-12,코스닥 150,REMOVE,KR7108380007,108380,대양전기공업
2015-06-12,코스닥 150,REMOVE,KR7123260002,123260,사파이어테크놀로지
2015-06-12,코스닥 150,REMOVE,KR7143240000,143240,사람인에이치알
2015-06-12,코스닥 150,REMOVE,KR7154040000,154040,솔루에타
2015-06-12,코스닥 150,REMOVE,KR7168330009,168330,내츄럴엔도텍
2015-12-11,코스닥 150,ADD,KR7013990007,013990,아가방컴퍼니
2015-12-11,코스닥 150,ADD,KR7025980004,025980,에머슨퍼시픽
2015-12-11,코스닥 150,ADD,KR7067080002,067080,대화제약
2015-12-11,코스닥 150,ADD,KR7067390005,067390,아스트
2015-12-11,코스닥 150,ADD,KR7089600001,089600,나스미디어
2015-12-11,코스닥 150,ADD,KR7102710001,102710,이엔에프테크놀로지
2015-12-11,코스닥 150,ADD,KR7114570005,114570,지스마트글로벌
2015-12-11,코스닥 150,ADD,KR7119610004,119610,인터로조
2015-12-11,코스닥 150,ADD,KR7143240000,143240,사람인에이치알
2015-12-11,코스닥 150,ADD,KR7168330009,168330,내츄럴엔도텍
2015-12-11,코스닥 150,ADD,KR7178920005,178920,SKC코오롱PI
2015-12-11,코스닥 150,ADD,KR7192080000,192080,더블유게임즈
2015-12-11,코스닥 150,ADD,KR7192440006,192440,슈피겐코리아
2015-12-11,코스닥 150,ADD,KR7200670008,200670,휴메딕스
2015-12-11,코스닥 150,ADD,KR7206640005,206640,바디텍메드
2015-12-11,코스닥 150,ADD,KR7214450009,214450,파마리서치프로덕트
2015-12-11,코스닥 150,REMOVE,KR7005160007,005160,동국산업
2015-12-11,코스닥 150,REMOVE,KR7014470009,014470,부방
2015-12-11,코스닥 150,REMOVE,KR7032500001,032500,케이엠더블유
2015-12-11,코스닥 150,REMOVE,KR7033500000,033500,동성화인텍
2015-12-11,코스닥 150,REMOVE,KR7036190007,036190,금화피에스시
2015-12-11,코스닥 150,REMOVE,KR7036560001,036560,영풍정밀
2015-12-11,코스닥 150,REMOVE,KR7036710002,036710,심텍홀딩스
